"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"Globals","0","2","0","1","0.000000","0","0"
"/Landmass/Landscape/BlueprintBrushes/Materials/Internal/BrushBounds.BrushBounds","0","5","5","1","0.000000","0","5"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","28","32","1","0.000000","0","32"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","28","32","1","0.000000","0","32"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","45","50","6","0.000000","0","55"
"/Engine/EditorLandscapeResources/LandscapeLayerUsageMaterial.LandscapeLayerUsageMaterial","0","2","2","1","0.000000","0","2"
"/InterchangeAssets/gltf/M_Default.M_Default","0","132","154","7","0.000000","0","172"
"/Game/Smugglers_cove/materials/master_materials/M_terrain_master.M_terrain_master","0","22","22","2","0.000000","3","28"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","0","110","120","6","0.000000","0","120"
"/Water/Caustics/Materials/Preview/WaterCausticsPreview.WaterCausticsPreview","0","18","20","1","0.000000","0","20"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","0","118","136","6","0.000000","0","136"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","0","90","100","6","0.000000","0","100"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","110","120","6","0.000000","0","120"
"/NiagaraFluids/Materials/Grid3D/M_DebugVolumeSlice.M_DebugVolumeSlice","0","15","15","1","0.000000","0","15"
"/NiagaraFluids/Materials/Grid3D/M_HeterogeneousVolumes_Base.M_HeterogeneousVolumes_Base","0","78","78","1","0.000000","0","78"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","0","36","36","2","0.000000","0","36"
"/Game/Smugglers_cove/materials/terrain/terrain_materials_tileable/M_Stone_Floor_01_tile.M_Stone_Floor_01_tile","0","11","12","1","0.000000","0","12"
"/NiagaraFluids/Materials/Grid3D/M_3DGas_Base.M_3DGas_Base","0","234","234","3","0.000000","0","78"
"/Game/Medieval_Tavern/Materials/M_layered.M_layered","0","12","12","2","0.000000","0","12"
"/Game/Medieval_Tavern/Materials/M_Props.M_Props","0","3","3","1","0.000000","0","3"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","2","2","1","0.000000","0","2"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","36","42","2","0.000000","0","42"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","14","14","1","0.000000","0","14"
"/Engine/EditorLandscapeResources/SelectBrushMaterial.SelectBrushMaterial","0","10","10","2","0.000000","0","10"
